,id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,score_recuperacao
748,20749,24.7,791,Pequeno,Cooperativa,D,Sudeste,0.6004125
524,20525,59.17,588,Pequeno,Distribuidor,C,Centro-Oeste,0.6003464
321,20322,42.15,541,Médio,Produtor,C,Sul,0.5996199
354,20355,26.94,144,Médio,Cooperativa,B,Sudeste,0.5991536
100,20101,96.57,790,Médio,Cooperativa,D,Centro-Oeste,0.5990177
602,20603,33.65,383,Médio,Indústria,F,Sudeste,0.59894586
1757,21758,5.05,1276,Médio,Indústria,F,Sul,0.5983334
172,20173,47.62,839,Pequeno,Produtor,C,Sudeste,0.5982735
962,20963,22.54,800,Grande,Cooperativa,C,Nordeste,0.5982621
1329,21330,69.13,323,Grande,Produtor,C,Nordeste,0.5981896
837,20838,35.39,776,Médio,Indústria,D,Sul,0.5978992
675,20676,16.13,129,Pequeno,Cooperativa,D,Sul,0.5978752
1969,21970,163.22,561,Médio,Distribuidor,C,Nordeste,0.597778
958,20959,35.43,468,Médio,Distribuidor,C,Centro-Oeste,0.5976022
1268,21269,37.03,1144,Pequeno,Indústria,C,Centro-Oeste,0.5966575
1212,21213,10.51,723,Pequeno,Cooperativa,B,Sudeste,0.59664184
313,20314,17.34,1481,Pequeno,Indústria,B,Centro-Oeste,0.5966195
230,20231,32.35,666,Pequeno,Cooperativa,B,Centro-Oeste,0.59652936
1954,21955,147.53,405,Médio,Indústria,C,Sudeste,0.59652466
1391,21392,41.74,523,Médio,Indústria,C,Centro-Oeste,0.5964306
206,20207,93.58,1290,Médio,Distribuidor,B,Centro-Oeste,0.5962655
1333,21334,14.35,1306,Grande,Produtor,F,Sul,0.59618974
1273,21274,111.25,1366,Pequeno,Indústria,D,Sudeste,0.5961478
1882,21883,18.41,1420,Pequeno,Distribuidor,C,Centro-Oeste,0.5961066
1591,21592,28.72,1071,Pequeno,Produtor,B,Centro-Oeste,0.59584564
249,20250,29.32,1221,Médio,Cooperativa,C,Sudeste,0.59578985
1015,21016,35.98,1195,Pequeno,Cooperativa,F,Sudeste,0.5957099
942,20943,3.03,1271,Médio,Produtor,B,Centro-Oeste,0.59555423
792,20793,17.85,1377,Médio,Produtor,C,Norte,0.5952219
1389,21390,5.97,1064,Pequeno,Produtor,C,Sudeste,0.59484553
843,20844,1.22,1060,Pequeno,Cooperativa,D,Centro-Oeste,0.5946327
1288,21289,54.76,262,Pequeno,Distribuidor,C,Sul,0.5945928
929,20930,25.68,795,Pequeno,Distribuidor,D,Sudeste,0.59446
136,20137,40.83,1064,Pequeno,Produtor,C,Sudeste,0.5944322
883,20884,41.57,751,Pequeno,Produtor,F,Sudeste,0.5943152
1855,21856,118.1,238,Pequeno,Produtor,B,Sul,0.5940653
1893,21894,25.55,524,Pequeno,Cooperativa,C,Nordeste,0.5938356
1503,21504,207.39,327,Pequeno,Produtor,D,Sudeste,0.59361625
1394,21395,109.86,108,Grande,Produtor,C,Sul,0.5934319
1608,21609,8.86,476,Grande,Distribuidor,D,Nordeste,0.5932082
17,20018,21.57,809,Pequeno,Produtor,C,Norte,0.5930515
457,20458,30.91,802,Pequeno,Produtor,F,Sul,0.59297913
709,20710,50.99,1188,Médio,Cooperativa,B,Centro-Oeste,0.59286505
537,20538,63.15,474,Médio,Cooperativa,D,Sudeste,0.5928349
59,20060,17.88,952,Pequeno,Distribuidor,C,Nordeste,0.5927578
1961,21962,37.51,261,Pequeno,Distribuidor,D,Centro-Oeste,0.5926906
920,20921,153.17,102,Médio,Produtor,B,Nordeste,0.59243613
1686,21687,298.75,196,Pequeno,Cooperativa,B,Sudeste,0.59240514
1472,21473,3.79,663,Pequeno,Cooperativa,A,Sudeste,0.59194195
690,20691,158.83,1021,Pequeno,Distribuidor,B,Nordeste,0.5917709
593,20594,73.02,391,Pequeno,Distribuidor,D,Sul,0.5914874
1201,21202,21.86,1477,Pequeno,Produtor,C,Centro-Oeste,0.5913949
670,20671,146.25,993,Pequeno,Distribuidor,F,Nordeste,0.5908405
1119,21120,128.86,930,Médio,Distribuidor,B,Sudeste,0.5904719
1390,21391,44.97,362,Pequeno,Cooperativa,B,Sul,0.5903858
1003,21004,327.88,102,Pequeno,Produtor,D,Sul,0.58980304
403,20404,17.02,300,Pequeno,Produtor,B,Sul,0.5896862
430,20431,83.56,305,Pequeno,Produtor,C,Centro-Oeste,0.58960354
344,20345,1613.45,397,Pequeno,Produtor,A,Norte,0.5890653
1918,21919,6.72,1356,Pequeno,Produtor,C,Sudeste,0.58885676
933,20934,39.9,868,Grande,Produtor,C,Sudeste,0.58882785
1684,21685,29.4,943,Médio,Produtor,C,Sudeste,0.5886539
1040,21041,6.29,624,Médio,Indústria,C,Sudeste,0.5881761
1383,21384,113.42,129,Médio,Distribuidor,C,Centro-Oeste,0.5879503
1491,21492,74.61,977,Médio,Produtor,C,Sudeste,0.587921
1010,21011,48.07,1468,Pequeno,Produtor,A,Sul,0.5876801
1001,21002,32.72,1386,Médio,Distribuidor,D,Norte,0.5873957
761,20762,33.17,791,Médio,Produtor,C,Sudeste,0.5872939
1291,21292,47.75,1393,Pequeno,Produtor,D,Nordeste,0.587197
1170,21171,12.51,254,Pequeno,Distribuidor,B,Centro-Oeste,0.5870636
387,20388,21.33,1402,Médio,Produtor,D,Sudeste,0.58656937
1915,21916,10.21,811,Pequeno,Cooperativa,C,Sul,0.5865426
1779,21780,12.01,964,Pequeno,Distribuidor,C,Sul,0.586034
1710,21711,292.15,1309,Pequeno,Produtor,C,Sul,0.5860167
1530,21531,85.62,1433,Pequeno,Distribuidor,B,Sudeste,0.5851795
1869,21870,24.0,1150,Médio,Distribuidor,C,Sudeste,0.58514065
1727,21728,7.41,1276,Pequeno,Distribuidor,C,Sul,0.5850827
1714,21715,6.83,162,Médio,Indústria,F,Centro-Oeste,0.5848929
175,20176,215.89,582,Pequeno,Produtor,C,Nordeste,0.58439225
256,20257,14.33,725,Grande,Cooperativa,D,Centro-Oeste,0.5839862
245,20246,32.19,394,Pequeno,Produtor,B,Sudeste,0.58396554
1908,21909,28.62,1007,Médio,Cooperativa,C,Sul,0.58381635
187,20188,41.16,398,Pequeno,Distribuidor,C,Nordeste,0.583694
496,20497,24.57,615,Grande,Produtor,C,Sul,0.583485
813,20814,51.02,344,Médio,Produtor,D,Sudeste,0.5834566
1400,21401,15.76,320,Pequeno,Produtor,D,Sudeste,0.58336353
606,20607,2.6,435,Pequeno,Produtor,C,Sul,0.5832051
1621,21622,175.87,919,Pequeno,Produtor,C,Sudeste,0.5829399
719,20720,57.53,367,Médio,Cooperativa,B,Sudeste,0.58251655
1051,21052,11.69,707,Médio,Indústria,C,Norte,0.58237267
1414,21415,6.74,154,Médio,Cooperativa,C,Centro-Oeste,0.58219355
1276,21277,6.61,874,Pequeno,Produtor,C,Sul,0.5820156
1386,21387,6.88,1495,Médio,Produtor,B,Sudeste,0.581973
38,20039,2.42,1262,Médio,Produtor,F,Sudeste,0.5818122
1852,21853,47.27,601,Médio,Indústria,C,Sudeste,0.58165187
117,20118,220.66,1393,Médio,Cooperativa,C,Centro-Oeste,0.58144546
373,20374,17.78,1013,Pequeno,Produtor,C,Sul,0.58142275
1816,21817,491.82,324,Médio,Produtor,C,Centro-Oeste,0.58140373
99,20100,5.11,430,Pequeno,Produtor,D,Centro-Oeste,0.5806149
882,20883,65.46,324,Pequeno,Distribuidor,C,Sudeste,0.5804545
1256,21257,241.08,1422,Pequeno,Produtor,A,Sudeste,0.5803084
1122,21123,5.93,642,Médio,Indústria,C,Sudeste,0.5801521
1146,21147,11.6,919,Grande,Distribuidor,C,Centro-Oeste,0.5800895
317,20318,22.06,603,Pequeno,Distribuidor,C,Centro-Oeste,0.58008164
4,20005,8.24,942,Pequeno,Distribuidor,C,Nordeste,0.58000356
574,20575,39.5,443,Pequeno,Produtor,D,Centro-Oeste,0.57939696
769,20770,50.56,363,Pequeno,Distribuidor,B,Sul,0.5793249
847,20848,34.48,1325,Pequeno,Produtor,B,Sudeste,0.579317
1500,21501,9.85,239,Pequeno,Produtor,F,Norte,0.5791348
1025,21026,30.29,1369,Médio,Produtor,C,Nordeste,0.5785893
1836,21837,2.18,561,Pequeno,Produtor,C,Nordeste,0.5785294
162,20163,4.02,990,Pequeno,Cooperativa,B,Centro-Oeste,0.57845527
879,20880,75.19,963,Médio,Indústria,B,Centro-Oeste,0.57799846
463,20464,64.93,737,Pequeno,Produtor,B,Centro-Oeste,0.5779231
1937,21938,21.51,657,Pequeno,Cooperativa,C,Centro-Oeste,0.5776769
1752,21753,213.32,1463,Pequeno,Produtor,B,Sudeste,0.57745475
84,20085,41.63,971,Médio,Cooperativa,D,Sul,0.57723963
54,20055,7.3,465,Pequeno,Produtor,C,Nordeste,0.57718253
417,20418,782.16,527,Pequeno,Produtor,F,Norte,0.57715034
1467,21468,21.31,359,Médio,Distribuidor,B,Sudeste,0.5764953
568,20569,19.96,153,Grande,Cooperativa,C,Sul,0.57637554
1098,21099,7.45,1196,Médio,Indústria,C,Sudeste,0.57630175
1923,21924,135.97,898,Médio,Produtor,C,Sul,0.5762336
497,20498,113.39,322,Médio,Produtor,C,Sudeste,0.57622266
1147,21148,54.91,813,Grande,Produtor,C,Sudeste,0.5758986
1114,21115,22.49,591,Pequeno,Distribuidor,B,Centro-Oeste,0.5754951
1086,21087,12.81,208,Médio,Cooperativa,C,Centro-Oeste,0.5753532
1493,21494,49.66,1439,Médio,Distribuidor,D,Sudeste,0.57514274
1171,21172,8.73,108,Médio,Produtor,D,Sudeste,0.57469034
1178,21179,204.86,765,Pequeno,Produtor,C,Sudeste,0.5746617
869,20870,212.55,188,Pequeno,Indústria,C,Centro-Oeste,0.5746592
1123,21124,21.07,951,Pequeno,Produtor,C,Sudeste,0.5746109
1668,21669,33.96,902,Grande,Produtor,C,Sudeste,0.57449335
1953,21954,51.22,741,Pequeno,Cooperativa,B,Sudeste,0.57446045
1384,21385,5.75,719,Pequeno,Produtor,C,Centro-Oeste,0.57425517
861,20862,33.42,1315,Pequeno,Distribuidor,C,Centro-Oeste,0.5740371
1320,21321,9.15,984,Médio,Distribuidor,F,Sudeste,0.57398516
365,20366,96.02,526,Pequeno,Produtor,C,Sudeste,0.5739728
749,20750,47.36,313,Pequeno,Distribuidor,C,Centro-Oeste,0.57394207
1637,21638,48.83,1057,Pequeno,Produtor,D,Sul,0.573875
515,20516,17.06,310,Pequeno,Distribuidor,C,Sudeste,0.5737016
1471,21472,8.04,395,Pequeno,Distribuidor,C,Sul,0.5734283
1332,21333,10.14,422,Pequeno,Cooperativa,C,Centro-Oeste,0.5733255
1600,21601,54.62,1396,Pequeno,Cooperativa,C,Sudeste,0.5731069
1105,21106,92.37,593,Grande,Produtor,C,Sul,0.5726731
250,20251,23.86,674,Pequeno,Indústria,A,Sudeste,0.5722329
778,20779,38.35,519,Médio,Distribuidor,C,Sudeste,0.5720175
781,20782,232.93,1334,Grande,Cooperativa,D,Centro-Oeste,0.5719553
51,20052,79.66,382,Médio,Cooperativa,B,Sul,0.5714933
824,20825,116.2,553,Pequeno,Cooperativa,C,Nordeste,0.5713994
715,20716,17.3,223,Pequeno,Produtor,F,Sudeste,0.5710752
531,20532,201.83,667,Médio,Cooperativa,C,Sudeste,0.57078326
1733,21734,12.14,888,Pequeno,Produtor,C,Centro-Oeste,0.57063013
286,20287,3.41,195,Médio,Produtor,C,Sul,0.5704315
1030,21031,72.85,726,Médio,Distribuidor,B,Sul,0.5704308
1959,21960,31.07,632,Grande,Cooperativa,C,Norte,0.57022274
1721,21722,47.93,458,Médio,Distribuidor,C,Centro-Oeste,0.57005507
1066,21067,6.43,1337,Pequeno,Cooperativa,A,Sudeste,0.5699271
806,20807,1.66,201,Grande,Produtor,C,Sudeste,0.5699039
994,20995,4.18,1451,Pequeno,Cooperativa,C,Sudeste,0.5694339
826,20827,36.23,305,Médio,Produtor,D,Sul,0.5693746
1336,21337,14.61,476,Pequeno,Distribuidor,C,Sudeste,0.56923217
1830,21831,65.52,721,Pequeno,Produtor,C,Sudeste,0.56901366
340,20341,128.03,610,Médio,Produtor,C,Sudeste,0.56897986
1680,21681,27.99,364,Pequeno,Produtor,D,Centro-Oeste,0.5688974
195,20196,11.52,596,Pequeno,Distribuidor,C,Sudeste,0.5685848
1272,21273,15.81,1360,Médio,Distribuidor,B,Sudeste,0.56854445
348,20349,172.72,306,Grande,Indústria,C,Centro-Oeste,0.5682406
907,20908,119.17,434,Pequeno,Cooperativa,B,Nordeste,0.5682158
1569,21570,426.76,1063,Médio,Produtor,D,Sudeste,0.5681618
1877,21878,18.44,1424,Pequeno,Indústria,C,Sudeste,0.5681011
1233,21234,30.8,517,Pequeno,Produtor,F,Centro-Oeste,0.56805086
1221,21222,200.18,1205,Médio,Cooperativa,C,Centro-Oeste,0.5680364
1229,21230,338.26,810,Médio,Produtor,D,Sul,0.56764376
1770,21771,300.88,477,Pequeno,Distribuidor,D,Nordeste,0.5675848
1469,21470,59.56,940,Pequeno,Produtor,C,Sudeste,0.5673288
832,20833,189.1,1218,Pequeno,Produtor,D,Sudeste,0.56727374
1809,21810,12.82,786,Médio,Cooperativa,F,Sudeste,0.5672032
849,20850,87.62,1090,Médio,Indústria,F,Sul,0.5671133
25,20026,8.05,872,Pequeno,Produtor,C,Sudeste,0.5671115
1031,21032,6.61,653,Pequeno,Distribuidor,C,Centro-Oeste,0.56700754
415,20416,380.53,630,Médio,Produtor,C,Centro-Oeste,0.5668578
1107,21108,14.44,620,Médio,Cooperativa,F,Sudeste,0.5666484
604,20605,26.35,1354,Grande,Distribuidor,C,Sudeste,0.56599087
6,20007,5.15,459,Pequeno,Cooperativa,C,Centro-Oeste,0.56571555
1280,21281,27.72,508,Pequeno,Distribuidor,C,Sudeste,0.5653951
420,20421,3.07,1319,Pequeno,Produtor,B,Sudeste,0.56538856
619,20620,124.5,241,Pequeno,Indústria,C,Sudeste,0.56533986
501,20502,9.01,462,Pequeno,Distribuidor,B,Sudeste,0.56530994
1796,21797,83.29,1079,Pequeno,Distribuidor,B,Sul,0.5649969
578,20579,141.67,1016,Pequeno,Produtor,C,Norte,0.5649111
266,20267,33.2,1100,Médio,Distribuidor,B,Sul,0.56488514
391,20392,82.53,502,Médio,Cooperativa,C,Sudeste,0.5645344
745,20746,66.54,918,Pequeno,Produtor,C,Sudeste,0.5645237
129,20130,104.4,325,Médio,Cooperativa,C,Sudeste,0.5642705
1708,21709,24.63,1088,Pequeno,Produtor,C,Nordeste,0.56387436
605,20606,39.53,150,Pequeno,Cooperativa,D,Centro-Oeste,0.5635836
1697,21698,20.21,195,Pequeno,Produtor,D,Nordeste,0.56341285
817,20818,52.58,750,Grande,Produtor,B,Sudeste,0.56280744
735,20736,3.95,1124,Pequeno,Produtor,B,Centro-Oeste,0.562473
898,20899,191.7,514,Pequeno,Distribuidor,C,Sudeste,0.5620366
1831,21832,12.59,563,Pequeno,Indústria,C,Sudeste,0.56194514
301,20302,10.02,973,Médio,Produtor,C,Sul,0.5615926
1331,21332,47.17,1475,Pequeno,Produtor,D,Centro-Oeste,0.5614434
899,20900,123.09,597,Médio,Produtor,C,Sudeste,0.56101304
1905,21906,54.75,550,Médio,Produtor,C,Centro-Oeste,0.56097454
589,20590,6.61,783,Médio,Cooperativa,C,Sudeste,0.5608775
986,20987,96.22,1227,Médio,Produtor,C,Sudeste,0.56074
700,20701,101.77,1053,Pequeno,Cooperativa,C,Centro-Oeste,0.5607318
498,20499,120.72,693,Médio,Distribuidor,C,Norte,0.5606548
1519,21520,62.02,598,Grande,Cooperativa,B,Centro-Oeste,0.56054753
8,20009,56.05,1341,Grande,Cooperativa,B,Norte,0.56047916
572,20573,1.55,1140,Médio,Indústria,B,Sudeste,0.5604297
507,20508,48.44,314,Pequeno,Indústria,C,Sudeste,0.56032044
1495,21496,5.21,163,Pequeno,Cooperativa,D,Sudeste,0.5599364
1604,21605,36.74,1409,Pequeno,Cooperativa,D,Sudeste,0.55984515
1705,21706,8.55,1206,Pequeno,Cooperativa,C,Sudeste,0.5597222
1220,21221,22.92,758,Pequeno,Produtor,D,Sudeste,0.55953896
1744,21745,56.22,1059,Pequeno,Produtor,C,Nordeste,0.55926955
934,20935,13.68,1358,Pequeno,Produtor,B,Sudeste,0.5592559
1537,21538,371.85,1359,Pequeno,Produtor,C,Sudeste,0.55917037
1365,21366,10.72,1075,Pequeno,Distribuidor,F,Sudeste,0.558798
1456,21457,114.76,1097,Pequeno,Distribuidor,C,Norte,0.558757
662,20663,34.72,1199,Pequeno,Indústria,C,Sul,0.5587087
1116,21117,172.11,192,Pequeno,Produtor,C,Centro-Oeste,0.5587021
1786,21787,49.02,1416,Pequeno,Produtor,B,Centro-Oeste,0.5584876
912,20913,35.35,1395,Pequeno,Distribuidor,C,Centro-Oeste,0.5579925
1863,21864,14.48,90,Pequeno,Produtor,C,Centro-Oeste,0.55795753
789,20790,23.13,954,Pequeno,Produtor,D,Norte,0.5578799
78,20079,14.64,118,Pequeno,Cooperativa,F,Sudeste,0.55787134
1716,21717,8.13,1166,Pequeno,Distribuidor,D,Sudeste,0.5575311
931,20932,15.33,677,Pequeno,Produtor,C,Sudeste,0.557425
1699,21700,277.96,1206,Grande,Produtor,C,Sudeste,0.5574072
1287,21288,109.09,1432,Médio,Indústria,C,Sudeste,0.55701166
1341,21342,11.7,1370,Pequeno,Produtor,B,Sul,0.5568593
728,20729,18.43,1442,Pequeno,Cooperativa,C,Sudeste,0.55678463
125,20126,299.82,793,Pequeno,Produtor,C,Centro-Oeste,0.556517
1704,21705,20.59,440,Pequeno,Indústria,C,Sudeste,0.5565135
741,20742,21.69,173,Médio,Cooperativa,C,Sudeste,0.5560985
1756,21757,3.1,327,Médio,Produtor,D,Centro-Oeste,0.5558184
1043,21044,9.43,1288,Pequeno,Produtor,C,Nordeste,0.55573016
648,20649,447.23,421,Médio,Produtor,C,Sul,0.55562514
10,20011,13.04,957,Pequeno,Distribuidor,C,Sudeste,0.5553348
836,20837,83.66,330,Pequeno,Cooperativa,C,Centro-Oeste,0.5553143
168,20169,24.77,222,Pequeno,Distribuidor,C,Sudeste,0.55512303
121,20122,121.32,663,Grande,Indústria,A,Centro-Oeste,0.5546544
1917,21918,147.42,232,Pequeno,Cooperativa,D,Norte,0.5544228
841,20842,135.04,233,Pequeno,Produtor,B,Sul,0.55415416
1987,21988,21.75,431,Médio,Produtor,D,Sudeste,0.5541271
1561,21562,41.02,1198,Médio,Produtor,D,Centro-Oeste,0.55406976
1960,21961,15.79,352,Pequeno,Produtor,B,Sudeste,0.55374295
893,20894,104.04,1193,Grande,Distribuidor,C,Centro-Oeste,0.5536386
1295,21296,20.54,728,Grande,Cooperativa,C,Sul,0.5536015
1104,21105,10.25,1273,Pequeno,Produtor,F,Sudeste,0.5531938
111,20112,16.26,1211,Grande,Produtor,C,Centro-Oeste,0.55309826
1130,21131,220.1,684,Pequeno,Produtor,D,Sudeste,0.55302656
113,20114,48.88,564,Médio,Produtor,D,Sudeste,0.55289453
1951,21952,169.77,192,Pequeno,Cooperativa,C,Centro-Oeste,0.55284935
1567,21568,37.71,1354,Pequeno,Indústria,C,Sudeste,0.55282974
283,20284,29.17,808,Pequeno,Produtor,C,Sudeste,0.5527448
738,20739,11.6,251,Pequeno,Distribuidor,D,Nordeste,0.5526747
591,20592,34.56,203,Pequeno,Produtor,C,Centro-Oeste,0.55261594
67,20068,5.4,893,Pequeno,Produtor,C,Sul,0.5525826
1540,21541,17.33,515,Pequeno,Produtor,C,Sudeste,0.55245864
1879,21880,130.04,574,Pequeno,Produtor,C,Sudeste,0.552088
787,20788,50.05,323,Pequeno,Cooperativa,C,Nordeste,0.55189526
475,20476,3.43,534,Médio,Produtor,C,Sul,0.5517965
835,20836,62.15,995,Pequeno,Produtor,D,Sudeste,0.55175954
404,20405,115.71,1197,Grande,Produtor,F,Sul,0.5515967
525,20526,3.26,430,Grande,Produtor,C,Sudeste,0.55113447
1102,21103,81.78,381,Pequeno,Produtor,B,Centro-Oeste,0.551106
140,20141,365.01,1417,Médio,Cooperativa,C,Sudeste,0.55020326
857,20858,114.69,1250,Pequeno,Produtor,C,Sudeste,0.5501523
1638,21639,46.22,934,Pequeno,Cooperativa,B,Centro-Oeste,0.5499939
996,20997,87.97,1074,Pequeno,Produtor,C,Sudeste,0.5496058
164,20165,21.54,446,Pequeno,Produtor,C,Centro-Oeste,0.5491426
1011,21012,18.14,1016,Médio,Cooperativa,D,Sul,0.5489288
1894,21895,6.61,318,Médio,Distribuidor,C,Sul,0.54868644
1713,21714,14.18,1023,Pequeno,Distribuidor,C,Sudeste,0.5481968
647,20648,58.4,814,Pequeno,Cooperativa,C,Centro-Oeste,0.54814446
1582,21583,34.0,1077,Pequeno,Produtor,C,Centro-Oeste,0.54786056
888,20889,2.64,1451,Pequeno,Distribuidor,D,Sudeste,0.5478596
991,20992,15.27,331,Pequeno,Cooperativa,C,Sul,0.5478052
1244,21245,51.21,512,Pequeno,Produtor,C,Sudeste,0.5477146
1658,21659,154.41,525,Pequeno,Distribuidor,D,Norte,0.5475671
353,20354,59.28,325,Pequeno,Produtor,C,Sudeste,0.5472469
1720,21721,10.3,1414,Pequeno,Produtor,C,Sudeste,0.5471692
1138,21139,7.44,449,Médio,Indústria,C,Sul,0.54716635
471,20472,20.92,1068,Pequeno,Indústria,C,Sudeste,0.54665107
1838,21839,619.18,406,Pequeno,Produtor,A,Norte,0.5465174
385,20386,718.63,639,Pequeno,Produtor,C,Sudeste,0.5462467
258,20259,14.22,629,Pequeno,Indústria,C,Sul,0.5461769
1121,21122,34.42,750,Médio,Produtor,C,Sudeste,0.54600644
1753,21754,81.56,924,Pequeno,Produtor,B,Centro-Oeste,0.54576623
1446,21447,64.32,129,Pequeno,Produtor,C,Centro-Oeste,0.5456705
1730,21731,18.52,560,Pequeno,Produtor,D,Sudeste,0.5454406
215,20216,47.03,365,Pequeno,Cooperativa,C,Nordeste,0.5454066
1009,21010,21.95,432,Pequeno,Produtor,C,Sul,0.5454019
299,20300,2.04,155,Pequeno,Indústria,C,Sul,0.5450429
1674,21675,34.26,1459,Grande,Produtor,C,Sudeste,0.54426223
1136,21137,79.99,1360,Médio,Produtor,C,Sudeste,0.5442069
976,20977,274.17,1187,Pequeno,Cooperativa,C,Norte,0.5441892
1084,21085,71.24,313,Pequeno,Cooperativa,D,Sudeste,0.5439624
1094,21095,27.78,815,Pequeno,Indústria,C,Sudeste,0.54371744
1820,21821,17.49,756,Pequeno,Indústria,D,Sudeste,0.5433389
1898,21899,23.03,1499,Pequeno,Cooperativa,D,Sudeste,0.5430246
1751,21752,9.02,1275,Pequeno,Indústria,D,Norte,0.5429934
34,20035,12.26,1107,Médio,Cooperativa,B,Norte,0.542336
889,20890,74.12,469,Pequeno,Distribuidor,F,Centro-Oeste,0.541707
1059,21060,19.97,1097,Médio,Produtor,D,Nordeste,0.5413209
1532,21533,42.54,436,Pequeno,Distribuidor,D,Sul,0.54127556
928,20929,51.15,145,Pequeno,Cooperativa,C,Sudeste,0.541249
1553,21554,3.72,1202,Grande,Produtor,B,Centro-Oeste,0.5410402
703,20704,40.18,1159,Médio,Produtor,D,Sudeste,0.54097503
450,20451,16.9,1224,Grande,Produtor,C,Centro-Oeste,0.540612
988,20989,48.78,185,Médio,Distribuidor,A,Sul,0.54052365
504,20505,11.64,1401,Pequeno,Produtor,D,Centro-Oeste,0.54040843
499,20500,131.34,540,Pequeno,Cooperativa,C,Sudeste,0.5400208
575,20576,17.33,1461,Pequeno,Distribuidor,F,Nordeste,0.5393409
746,20747,25.39,1146,Pequeno,Cooperativa,D,Nordeste,0.5391153
1068,21069,56.98,392,Pequeno,Produtor,C,Sudeste,0.5390057
685,20686,90.24,355,Pequeno,Produtor,C,Sudeste,0.53884166
1069,21070,133.62,891,Pequeno,Produtor,D,Sudeste,0.5385848
1568,21569,17.46,1086,Pequeno,Produtor,C,Centro-Oeste,0.5385756
1345,21346,37.1,745,Pequeno,Produtor,C,Centro-Oeste,0.53849304
1304,21305,29.19,110,Pequeno,Produtor,C,Sudeste,0.5383901
1207,21208,39.87,458,Pequeno,Produtor,D,Sul,0.5383551
919,20920,14.9,1368,Pequeno,Produtor,C,Nordeste,0.53789204
866,20867,27.39,1099,Pequeno,Cooperativa,D,Centro-Oeste,0.53774375
636,20637,120.77,1021,Pequeno,Indústria,C,Centro-Oeste,0.53760487
314,20315,566.75,315,Pequeno,Produtor,C,Centro-Oeste,0.53746533
1811,21812,149.43,1011,Pequeno,Produtor,C,Sudeste,0.53743535
1943,21944,48.96,612,Pequeno,Produtor,C,Centro-Oeste,0.5373218
1278,21279,60.73,1421,Pequeno,Indústria,C,Sul,0.53711087
1076,21077,646.78,144,Grande,Produtor,C,Sul,0.5369954
765,20766,533.36,375,Médio,Produtor,D,Sudeste,0.5369552
20,20021,167.21,994,Pequeno,Distribuidor,C,Sul,0.53676534
1825,21826,57.46,1431,Pequeno,Produtor,C,Sudeste,0.5366929
660,20661,59.26,865,Médio,Cooperativa,D,Centro-Oeste,0.5366819
522,20523,347.52,171,Médio,Distribuidor,C,Sul,0.5363308
1745,21746,63.78,1174,Pequeno,Cooperativa,D,Centro-Oeste,0.5362135
442,20443,250.65,550,Pequeno,Cooperativa,C,Sudeste,0.53606296
1029,21030,44.95,291,Pequeno,Produtor,C,Nordeste,0.53593016
1603,21604,192.33,1040,Pequeno,Produtor,C,Centro-Oeste,0.53575337
1544,21545,5.91,1188,Pequeno,Produtor,C,Nordeste,0.53569764
389,20390,159.91,179,Médio,Produtor,C,Sudeste,0.5356455
511,20512,44.56,1407,Pequeno,Produtor,C,Centro-Oeste,0.53536755
1396,21397,99.18,905,Pequeno,Produtor,C,Centro-Oeste,0.5353612
1952,21953,13.08,1019,Médio,Cooperativa,C,Sudeste,0.5352849
1859,21860,39.76,1362,Pequeno,Produtor,F,Sudeste,0.5349375
1516,21517,37.55,840,Grande,Distribuidor,C,Sudeste,0.5347509
1053,21054,21.69,1422,Médio,Produtor,C,Sul,0.5345481
1434,21435,56.06,569,Pequeno,Produtor,D,Sudeste,0.5341187
341,20342,38.47,1450,Médio,Cooperativa,C,Sudeste,0.53404516
607,20608,20.43,590,Pequeno,Indústria,C,Sudeste,0.5339185
30,20031,11.93,558,Pequeno,Produtor,C,Centro-Oeste,0.5338553
536,20537,159.61,1204,Médio,Produtor,B,Centro-Oeste,0.533813
375,20376,93.55,724,Médio,Produtor,C,Centro-Oeste,0.5335954
1070,21071,162.3,1089,Médio,Produtor,C,Nordeste,0.5334951
527,20528,8.63,1143,Pequeno,Distribuidor,B,Sul,0.5333881
1463,21464,21.6,751,Pequeno,Produtor,C,Norte,0.53329986
1808,21809,208.86,1414,Médio,Produtor,C,Centro-Oeste,0.5329922
1601,21602,65.94,1232,Médio,Distribuidor,D,Sudeste,0.5328986
335,20336,39.34,112,Pequeno,Produtor,C,Sul,0.5328881
1174,21175,36.71,1319,Pequeno,Produtor,C,Sudeste,0.5326349
669,20670,14.48,1471,Médio,Cooperativa,C,Nordeste,0.5323614
1226,21227,20.65,639,Médio,Produtor,C,Sul,0.5320415
1547,21548,58.13,841,Pequeno,Cooperativa,C,Sudeste,0.53179
300,20301,58.11,383,Grande,Produtor,C,Centro-Oeste,0.5314929
1673,21674,14.43,1066,Pequeno,Distribuidor,C,Centro-Oeste,0.5312949
731,20732,37.54,349,Pequeno,Produtor,C,Sudeste,0.5310146
1442,21443,14.78,1103,Pequeno,Indústria,D,Sul,0.53011376
464,20465,1176.95,244,Médio,Produtor,C,Centro-Oeste,0.5298089
560,20561,12.02,1409,Médio,Produtor,D,Sul,0.52946043
