id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,status_final_pago
5142,22.36,1206,Pequeno,Cooperativa,F,Centro-Oeste,1
5143,316.14,236,Médio,Cooperativa,D,Centro-Oeste,1
5144,26.2,320,Médio,Cooperativa,D,Nordeste,1
5145,0.66,283,Grande,Indústria,D,Sudeste,0
5146,113.59,1131,Pequeno,Distribuidor,C,Sudeste,1
5147,11.39,1094,Pequeno,Produtor,C,Sul,0
5148,146.53,186,Médio,Cooperativa,C,Centro-Oeste,1
5149,91.28,1356,Pequeno,Produtor,C,Nordeste,1
5150,64.59,372,Pequeno,Produtor,D,Sudeste,0
5151,21.66,74,Médio,Produtor,C,Centro-Oeste,0
5152,47.26,1725,Médio,Distribuidor,F,Centro-Oeste,0
5153,53.06,1582,Médio,Cooperativa,D,Centro-Oeste,0
5154,8.54,1257,Pequeno,Produtor,F,Sudeste,0
5155,41.82,70,Médio,Distribuidor,D,Sudeste,0
5156,52.71,1070,Pequeno,Cooperativa,A,Sul,1
5157,114.14,139,Médio,Cooperativa,A,Sul,1
5158,2.17,1002,Médio,Cooperativa,B,Sul,1
5159,44.13,419,Pequeno,Produtor,B,Centro-Oeste,1
5160,110.06,1215,Médio,Distribuidor,C,Sul,1
5161,1.16,484,Pequeno,Indústria,A,Sul,0
5162,92.34,945,Pequeno,Distribuidor,C,Sul,1
5163,47.0,447,Pequeno,Cooperativa,C,Norte,1
5164,5.46,1010,Médio,Distribuidor,C,Sudeste,0
5165,16.93,74,Pequeno,Produtor,C,Sudeste,0
5166,3.55,1305,Pequeno,Cooperativa,C,Sul,1
5167,42.39,1573,Pequeno,Produtor,A,Sul,1
5168,7.95,1047,Pequeno,Produtor,F,Sul,0
5169,0.59,1085,Médio,Cooperativa,A,Sudeste,1
5170,25.92,1762,Pequeno,Produtor,B,Centro-Oeste,1
5171,12.86,52,Médio,Cooperativa,C,Sudeste,1
5172,17.56,1010,Médio,Distribuidor,C,Nordeste,0
5173,47.06,294,Pequeno,Cooperativa,B,Sudeste,1
5174,11.93,673,Médio,Cooperativa,F,Centro-Oeste,1
5175,21.8,1417,Pequeno,Produtor,D,Centro-Oeste,0
5176,1.57,1268,Médio,Distribuidor,C,Sudeste,1
5177,22.73,733,Pequeno,Produtor,D,Centro-Oeste,0
5178,145.45,844,Médio,Indústria,B,Norte,0
5179,43.45,571,Grande,Indústria,F,Sudeste,0
5180,79.23,689,Pequeno,Produtor,C,Centro-Oeste,1
5181,137.94,825,Pequeno,Produtor,B,Norte,1
5182,9.66,1590,Médio,Produtor,C,Norte,1
5183,161.88,495,Pequeno,Cooperativa,C,Nordeste,1
5184,26.24,863,Médio,Produtor,F,Norte,1
5185,16.41,679,Médio,Cooperativa,D,Centro-Oeste,1
5186,6.42,870,Médio,Produtor,C,Sul,1
5187,1435.44,936,Médio,Produtor,A,Centro-Oeste,1
5188,28.15,1229,Médio,Produtor,B,Sudeste,1
5189,70.21,1161,Pequeno,Indústria,D,Sudeste,1
5190,10.28,584,Grande,Cooperativa,C,Sul,1
5191,15.25,1578,Pequeno,Produtor,C,Sul,1
5192,4.89,726,Médio,Produtor,B,Sudeste,1
5193,9.11,844,Médio,Cooperativa,B,Nordeste,1
5194,379.56,961,Pequeno,Produtor,C,Sul,1
5195,135.36,1217,Pequeno,Indústria,C,Nordeste,0
5196,544.8,1008,Médio,Produtor,C,Sul,0
5197,233.68,449,Médio,Distribuidor,C,Sul,0
5198,14.27,367,Pequeno,Indústria,D,Sul,0
5199,16.71,371,Médio,Cooperativa,C,Sul,1
5200,5.4,923,Pequeno,Indústria,B,Norte,1
5201,8.22,596,Médio,Produtor,A,Centro-Oeste,1
5202,16.07,1628,Médio,Distribuidor,D,Sul,0
5203,208.08,1495,Pequeno,Cooperativa,B,Sul,1
5204,83.89,371,Médio,Indústria,A,Centro-Oeste,0
5205,29.02,1671,Pequeno,Cooperativa,C,Sul,0
5206,155.29,823,Médio,Produtor,F,Sul,0
5207,6.87,1182,Pequeno,Indústria,C,Centro-Oeste,0
5208,13.75,254,Médio,Produtor,B,Sul,0
5209,17.8,180,Pequeno,Produtor,D,Sul,1
5210,218.73,915,Pequeno,Indústria,C,Centro-Oeste,1
5211,2.9,536,Médio,Cooperativa,D,Sudeste,0
5212,1430.32,1589,Pequeno,Cooperativa,D,Sudeste,0
5213,25.51,151,Médio,Cooperativa,A,Norte,1
5214,14.85,463,Grande,Cooperativa,C,Sul,0
5215,35.99,373,Pequeno,Produtor,D,Sudeste,0
5216,142.34,1137,Pequeno,Produtor,C,Centro-Oeste,0
5217,551.27,712,Grande,Produtor,A,Sul,1
5218,74.87,1735,Pequeno,Produtor,B,Centro-Oeste,0
5219,5.59,1662,Pequeno,Produtor,D,Sul,1
5220,13.91,589,Médio,Cooperativa,D,Sul,1
5221,14.96,1253,Pequeno,Cooperativa,B,Centro-Oeste,1
5222,17.5,229,Grande,Distribuidor,D,Sul,1
5223,55.31,324,Pequeno,Produtor,C,Sudeste,1
5224,4.11,817,Pequeno,Produtor,D,Nordeste,0
5225,11.7,882,Médio,Produtor,A,Sudeste,1
5226,129.35,404,Médio,Indústria,C,Sul,1
5227,5.82,717,Grande,Cooperativa,C,Centro-Oeste,0
5228,8.32,971,Médio,Cooperativa,C,Sul,1
5229,4.73,98,Grande,Produtor,B,Sudeste,1
5230,11.62,776,Médio,Distribuidor,C,Sul,1
5231,49.13,113,Pequeno,Indústria,A,Sudeste,1
5232,157.23,402,Médio,Produtor,C,Sudeste,1
5233,64.52,1524,Médio,Distribuidor,A,Sul,1
5234,97.65,1043,Grande,Distribuidor,B,Nordeste,0
5235,160.32,1435,Médio,Produtor,F,Sudeste,1
5236,17.53,583,Pequeno,Produtor,B,Centro-Oeste,0
5237,223.45,919,Pequeno,Produtor,C,Sudeste,1
5238,36.24,393,Médio,Cooperativa,A,Sul,0
5239,145.66,905,Médio,Cooperativa,C,Norte,1
5240,11.75,1208,Pequeno,Produtor,D,Sul,1
5241,84.7,1230,Pequeno,Cooperativa,D,Centro-Oeste,1
5242,62.9,411,Pequeno,Produtor,B,Sul,0
5243,142.28,1209,Grande,Produtor,C,Norte,1
5244,24.24,1405,Pequeno,Cooperativa,B,Centro-Oeste,1
5245,33.59,725,Médio,Indústria,B,Sudeste,0
5246,48.45,1671,Médio,Cooperativa,C,Sul,1
5247,626.2,70,Médio,Produtor,B,Sul,1
5248,4.64,303,Pequeno,Produtor,D,Norte,0
5249,30.66,185,Médio,Produtor,C,Sudeste,1
5250,694.6,887,Médio,Cooperativa,D,Sudeste,1
5251,23.02,336,Grande,Produtor,B,Sudeste,0
5252,51.56,840,Pequeno,Cooperativa,C,Sul,0
5253,2.65,127,Grande,Cooperativa,C,Centro-Oeste,1
5254,10.87,984,Pequeno,Distribuidor,C,Centro-Oeste,1
5255,12.48,898,Médio,Cooperativa,C,Centro-Oeste,1
5256,92.6,842,Pequeno,Produtor,D,Sudeste,1
5257,13.03,1488,Grande,Produtor,F,Sudeste,1
5258,281.76,1694,Médio,Produtor,D,Norte,0
5259,36.51,793,Médio,Indústria,C,Sul,0
5260,16.73,957,Grande,Cooperativa,B,Sul,0
5261,8.98,914,Pequeno,Produtor,B,Sul,1
5262,15.26,182,Médio,Produtor,F,Sudeste,1
5263,273.99,1706,Grande,Distribuidor,C,Centro-Oeste,1
5264,94.3,1223,Médio,Distribuidor,D,Sul,0
5265,29.02,319,Grande,Cooperativa,C,Sudeste,1
5266,22.81,535,Médio,Distribuidor,C,Norte,1
5267,24.26,1073,Pequeno,Indústria,B,Sul,1
5268,37.52,885,Pequeno,Distribuidor,C,Sul,1
5269,47.92,364,Pequeno,Cooperativa,C,Sul,1
5270,22.67,1758,Médio,Cooperativa,C,Sudeste,1
5271,8.66,636,Pequeno,Cooperativa,D,Centro-Oeste,1
5272,245.2,466,Médio,Cooperativa,C,Sudeste,1
5273,71.85,591,Pequeno,Cooperativa,D,Sul,1
5274,39.01,753,Pequeno,Produtor,D,Centro-Oeste,1
5275,23.86,1314,Médio,Produtor,C,Norte,0
5276,18.61,1307,Pequeno,Produtor,C,Sudeste,1
5277,53.62,1719,Médio,Cooperativa,D,Sul,1
5278,2.33,1073,Pequeno,Produtor,A,Sudeste,1
5279,8.08,281,Pequeno,Produtor,C,Sudeste,1
5280,2.37,1007,Médio,Produtor,A,Centro-Oeste,0
5281,454.37,1412,Médio,Indústria,C,Sudeste,0
5282,6.71,1230,Pequeno,Produtor,D,Sul,0
5283,90.4,1122,Médio,Distribuidor,C,Sudeste,0
5284,110.95,285,Médio,Distribuidor,C,Centro-Oeste,1
5285,7.68,1528,Pequeno,Cooperativa,B,Sul,0
5286,125.49,922,Pequeno,Produtor,F,Sudeste,0
5287,13.56,1548,Pequeno,Produtor,D,Sul,0
5288,266.06,672,Pequeno,Distribuidor,D,Centro-Oeste,1
5289,45.34,836,Médio,Cooperativa,B,Centro-Oeste,0
5290,2.53,444,Pequeno,Produtor,D,Sudeste,0
5291,39.6,482,Pequeno,Produtor,D,Sul,1
5292,675.89,1725,Médio,Produtor,D,Sudeste,0
5293,18.99,1144,Pequeno,Distribuidor,C,Sul,0
5294,6.29,859,Médio,Produtor,B,Norte,1
5295,2.64,408,Médio,Cooperativa,C,Sudeste,1
5296,65.88,1381,Médio,Indústria,A,Sul,0
5297,30.73,1068,Médio,Produtor,D,Sudeste,0
5298,128.11,1678,Pequeno,Produtor,A,Sudeste,0
5299,71.64,1700,Pequeno,Cooperativa,F,Sul,1
5300,5.81,1754,Médio,Cooperativa,D,Norte,0
5301,283.02,255,Grande,Cooperativa,B,Sul,1
5302,5.39,1448,Pequeno,Cooperativa,B,Centro-Oeste,0
5303,40.59,852,Pequeno,Distribuidor,B,Centro-Oeste,0
5304,1.96,197,Pequeno,Cooperativa,C,Centro-Oeste,0
5305,65.64,848,Pequeno,Cooperativa,D,Sudeste,1
5306,100.01,852,Pequeno,Distribuidor,D,Sudeste,1
5307,10.79,1721,Pequeno,Distribuidor,B,Sul,0
5308,58.6,107,Médio,Produtor,F,Nordeste,1
5309,20.04,1768,Médio,Produtor,C,Centro-Oeste,1
5310,63.7,465,Médio,Cooperativa,C,Sudeste,1
5311,9.61,941,Pequeno,Indústria,D,Centro-Oeste,1
5312,25.38,1459,Médio,Cooperativa,C,Sul,0
5313,123.25,1604,Pequeno,Produtor,F,Sudeste,1
5314,153.97,189,Médio,Distribuidor,B,Sul,1
5315,7.93,699,Médio,Indústria,D,Sul,0
5316,73.57,1727,Médio,Produtor,A,Sul,1
5317,62.58,1361,Médio,Produtor,C,Norte,0
5318,15.74,1211,Médio,Cooperativa,C,Nordeste,1
5319,10.08,1570,Pequeno,Produtor,A,Sudeste,0
5320,57.85,1383,Médio,Produtor,A,Sudeste,0
5321,6.77,901,Pequeno,Produtor,B,Sul,1
5322,26.75,1035,Médio,Produtor,C,Centro-Oeste,0
5323,38.14,1594,Pequeno,Cooperativa,F,Sudeste,0
5324,110.31,414,Pequeno,Indústria,F,Sul,1
5325,306.23,1419,Pequeno,Produtor,C,Sul,0
5326,111.41,460,Pequeno,Distribuidor,D,Centro-Oeste,0
5327,45.36,861,Pequeno,Distribuidor,C,Centro-Oeste,0
5328,1.49,397,Pequeno,Indústria,F,Centro-Oeste,0
5329,84.16,87,Médio,Cooperativa,B,Sul,1
5330,347.51,83,Médio,Produtor,C,Sudeste,1
5331,406.09,392,Grande,Cooperativa,C,Norte,0
5332,65.9,1322,Pequeno,Indústria,C,Sul,1
5333,10.05,1142,Pequeno,Produtor,C,Sudeste,1
5334,27.89,1502,Pequeno,Distribuidor,C,Centro-Oeste,0
5335,68.62,1533,Médio,Indústria,C,Sudeste,1
5336,43.92,650,Grande,Distribuidor,B,Sudeste,1
5337,45.11,1420,Médio,Distribuidor,D,Sul,0
5338,30.78,433,Médio,Produtor,C,Sul,0
5339,4.31,1413,Médio,Distribuidor,B,Norte,1
5340,2.99,1090,Médio,Produtor,D,Centro-Oeste,0
5341,40.26,859,Pequeno,Distribuidor,C,Sul,0
5342,544.88,1477,Médio,Produtor,C,Sudeste,1
5343,82.4,410,Pequeno,Distribuidor,D,Norte,0
5344,34.71,1558,Médio,Distribuidor,D,Centro-Oeste,0
5345,25.99,645,Pequeno,Produtor,F,Sudeste,1
5346,187.69,439,Pequeno,Produtor,D,Sul,0
5347,6.53,444,Pequeno,Cooperativa,C,Nordeste,0
5348,79.45,905,Pequeno,Indústria,C,Sul,1
5349,90.35,1578,Pequeno,Cooperativa,B,Sul,0
5350,37.23,1318,Pequeno,Cooperativa,B,Sul,0
5351,106.48,70,Pequeno,Distribuidor,C,Sudeste,1
5352,217.65,1540,Médio,Distribuidor,C,Nordeste,0
5353,6.3,844,Médio,Cooperativa,B,Norte,0
5354,17.69,1228,Pequeno,Distribuidor,B,Centro-Oeste,0
5355,15.53,141,Médio,Distribuidor,B,Sudeste,1
5356,10.15,1316,Pequeno,Cooperativa,B,Sudeste,0
5357,196.25,861,Médio,Cooperativa,C,Sudeste,1
5358,6.03,1313,Pequeno,Produtor,C,Norte,1
5359,7.4,162,Médio,Cooperativa,D,Nordeste,1
5360,52.45,182,Pequeno,Cooperativa,F,Sudeste,1
5361,25.19,1159,Médio,Indústria,C,Sudeste,0
5362,643.7,1781,Pequeno,Indústria,C,Sul,1
5363,89.63,37,Médio,Distribuidor,D,Sudeste,1
5364,68.82,743,Médio,Cooperativa,C,Sul,1
5365,61.77,698,Pequeno,Produtor,D,Norte,1
5366,801.21,1183,Pequeno,Indústria,C,Sudeste,1
5367,7.37,536,Médio,Cooperativa,D,Centro-Oeste,1
5368,74.14,877,Médio,Produtor,B,Centro-Oeste,0
5369,44.89,1623,Médio,Cooperativa,C,Sudeste,1
5370,36.53,1404,Pequeno,Cooperativa,B,Sudeste,1
5371,31.96,391,Médio,Cooperativa,B,Sul,0
5372,30.12,1157,Pequeno,Produtor,C,Centro-Oeste,1
5373,8.85,1327,Médio,Produtor,D,Sul,1
5374,115.13,478,Médio,Produtor,F,Sudeste,1
5375,6.23,1784,Pequeno,Cooperativa,C,Sudeste,1
5376,17.33,535,Pequeno,Cooperativa,B,Sudeste,0
5377,4.45,1090,Pequeno,Produtor,C,Centro-Oeste,0
5378,85.22,610,Médio,Distribuidor,B,Centro-Oeste,1
5379,44.41,1295,Médio,Cooperativa,D,Sudeste,1
5380,123.23,877,Médio,Produtor,B,Centro-Oeste,1
5381,70.6,399,Médio,Produtor,D,Centro-Oeste,1
5382,19.18,261,Pequeno,Cooperativa,C,Sudeste,0
5383,47.45,954,Médio,Produtor,C,Sudeste,0
5384,121.29,936,Pequeno,Cooperativa,C,Sul,1
5385,17.29,263,Médio,Distribuidor,B,Nordeste,0
5386,142.96,1307,Pequeno,Cooperativa,C,Sudeste,1
5387,66.26,591,Médio,Cooperativa,B,Sudeste,0
5388,24.82,1238,Pequeno,Indústria,A,Centro-Oeste,1
5389,91.5,1756,Pequeno,Produtor,C,Sul,0
5390,69.37,1742,Médio,Cooperativa,C,Sudeste,0
5391,151.54,725,Médio,Produtor,C,Norte,0
5392,43.83,436,Pequeno,Cooperativa,B,Norte,1
5393,84.24,1306,Pequeno,Cooperativa,C,Sul,1
5394,158.36,1556,Pequeno,Distribuidor,F,Sudeste,0
5395,87.71,192,Médio,Indústria,F,Nordeste,0
5396,22.03,836,Grande,Produtor,C,Sudeste,1
5397,132.21,1126,Pequeno,Distribuidor,C,Centro-Oeste,0
5398,30.58,304,Pequeno,Produtor,C,Sul,0
5399,10.9,848,Médio,Cooperativa,C,Sudeste,1
5400,197.09,946,Médio,Produtor,B,Sul,0
5401,10.41,1142,Grande,Indústria,C,Nordeste,1
5402,1155.07,658,Pequeno,Cooperativa,A,Norte,0
5403,254.76,461,Médio,Distribuidor,C,Centro-Oeste,0
5404,12.13,200,Pequeno,Produtor,F,Sudeste,1
5405,36.62,520,Grande,Produtor,D,Sul,0
5406,44.69,205,Médio,Produtor,F,Sul,0
5407,1.14,526,Médio,Cooperativa,B,Sudeste,1
5408,14.26,96,Pequeno,Produtor,B,Sudeste,1
5409,133.42,1270,Médio,Produtor,C,Centro-Oeste,1
5410,21.26,1795,Pequeno,Indústria,B,Nordeste,0
5411,57.62,1243,Pequeno,Cooperativa,C,Sul,1
5412,241.09,1696,Médio,Produtor,D,Centro-Oeste,0
5413,36.14,1052,Pequeno,Produtor,C,Norte,0
5414,8.37,1496,Pequeno,Produtor,D,Sul,0
5415,78.9,550,Pequeno,Produtor,C,Sudeste,1
5416,3.82,560,Pequeno,Cooperativa,B,Sul,1
5417,1.67,1052,Grande,Cooperativa,C,Centro-Oeste,1
5418,26.57,219,Médio,Distribuidor,C,Sudeste,1
5419,295.93,1519,Pequeno,Distribuidor,A,Sudeste,0
5420,13.98,1285,Médio,Produtor,B,Sudeste,0
5421,10.42,39,Médio,Cooperativa,C,Norte,1
5422,76.73,1634,Médio,Cooperativa,C,Sudeste,1
5423,2.61,424,Grande,Indústria,C,Centro-Oeste,0
5424,164.56,295,Médio,Produtor,C,Sudeste,0
5425,74.3,713,Médio,Produtor,C,Centro-Oeste,1
5426,124.6,967,Médio,Cooperativa,C,Norte,1
5427,266.46,43,Médio,Produtor,B,Sudeste,1
5428,3.78,269,Pequeno,Produtor,C,Sudeste,1
5429,282.39,1405,Grande,Produtor,B,Norte,1
5430,1177.0,677,Pequeno,Cooperativa,C,Sudeste,0
5431,2.51,1370,Médio,Produtor,B,Sudeste,1
5432,82.41,688,Médio,Distribuidor,B,Sul,1
5433,149.61,343,Pequeno,Produtor,C,Nordeste,1
5434,16.45,94,Pequeno,Distribuidor,D,Sul,1
5435,14.55,953,Pequeno,Cooperativa,A,Norte,1
5436,19.07,716,Pequeno,Produtor,C,Norte,1
5437,18.16,1398,Pequeno,Produtor,C,Centro-Oeste,0
5438,34.63,680,Médio,Cooperativa,D,Centro-Oeste,0
5439,14.1,1410,Médio,Cooperativa,B,Sudeste,0
5440,711.07,1407,Pequeno,Produtor,A,Centro-Oeste,0
5441,1.18,1788,Pequeno,Produtor,A,Nordeste,0
5442,6.21,1573,Pequeno,Produtor,C,Sudeste,1
5443,113.53,1355,Médio,Distribuidor,B,Centro-Oeste,1
5444,44.03,428,Pequeno,Cooperativa,C,Sul,0
5445,120.8,1089,Médio,Produtor,C,Norte,0
5446,18.39,142,Pequeno,Distribuidor,B,Sul,1
5447,38.0,970,Pequeno,Produtor,B,Norte,1
5448,35.66,976,Pequeno,Produtor,F,Centro-Oeste,1
5449,8.91,1045,Pequeno,Cooperativa,F,Centro-Oeste,1
5450,57.63,499,Médio,Distribuidor,B,Norte,1
5451,16.06,41,Pequeno,Cooperativa,A,Centro-Oeste,0
5452,61.4,1223,Médio,Distribuidor,B,Centro-Oeste,1
5453,63.37,1063,Médio,Produtor,F,Centro-Oeste,1
5454,16.39,1479,Médio,Produtor,C,Sudeste,1
5455,9.26,773,Médio,Produtor,D,Sul,1
5456,18.44,1558,Médio,Produtor,C,Sul,1
5457,80.23,1594,Grande,Cooperativa,D,Norte,0
5458,75.33,486,Médio,Distribuidor,B,Nordeste,0
5459,11.5,1209,Pequeno,Produtor,B,Norte,1
5460,151.45,368,Pequeno,Produtor,B,Centro-Oeste,0
5461,43.85,1114,Grande,Distribuidor,B,Sudeste,1
5462,57.87,1285,Médio,Cooperativa,C,Sudeste,0
5463,101.46,836,Médio,Cooperativa,F,Sul,1
5464,7.61,1517,Médio,Cooperativa,B,Centro-Oeste,1
5465,25.56,1453,Grande,Cooperativa,C,Sudeste,1
5466,21.38,885,Pequeno,Cooperativa,B,Sul,1
5467,38.65,1417,Médio,Cooperativa,B,Sul,1
5468,5.29,1226,Grande,Produtor,C,Sudeste,1
5469,38.77,742,Médio,Produtor,D,Centro-Oeste,1
5470,108.71,1387,Médio,Indústria,C,Sudeste,1
5471,122.32,1137,Pequeno,Distribuidor,B,Centro-Oeste,0
5472,154.91,223,Médio,Produtor,B,Sudeste,1
5473,64.0,1435,Médio,Produtor,C,Centro-Oeste,0
5474,120.93,1149,Pequeno,Produtor,B,Centro-Oeste,0
5475,90.82,442,Pequeno,Produtor,D,Sul,1
5476,100.03,752,Médio,Cooperativa,D,Centro-Oeste,1
5477,35.38,426,Médio,Produtor,C,Centro-Oeste,0
5478,15.74,254,Grande,Distribuidor,D,Sudeste,0
5479,46.99,483,Médio,Cooperativa,C,Norte,0
5480,746.29,1748,Médio,Cooperativa,C,Sudeste,0
5481,25.26,76,Pequeno,Indústria,F,Sul,0
5482,13.66,906,Pequeno,Produtor,A,Centro-Oeste,1
5483,1623.69,91,Pequeno,Distribuidor,B,Sul,1
5484,32.97,777,Pequeno,Indústria,D,Norte,0
5485,28.8,1711,Médio,Cooperativa,C,Sul,1
5486,60.12,674,Grande,Cooperativa,C,Centro-Oeste,1
5487,87.73,1549,Pequeno,Produtor,C,Sudeste,1
5488,14.06,1468,Médio,Produtor,C,Centro-Oeste,1
5489,8.36,1134,Pequeno,Distribuidor,C,Sudeste,0
5490,30.0,1000,Médio,Cooperativa,C,Sul,1
5491,375.74,211,Pequeno,Cooperativa,B,Sul,1
5492,804.53,1426,Grande,Produtor,C,Sudeste,1
5493,2.55,761,Pequeno,Produtor,C,Sul,0
5494,292.91,1696,Médio,Distribuidor,B,Sul,0
5495,2.63,1308,Pequeno,Produtor,C,Centro-Oeste,1
5496,88.82,114,Grande,Produtor,F,Sul,1
5497,8.23,1175,Médio,Produtor,D,Sudeste,1
5498,86.56,787,Pequeno,Produtor,C,Sul,0
5499,188.58,994,Pequeno,Cooperativa,D,Sul,1
5500,50.84,1778,Pequeno,Indústria,B,Sudeste,1
5501,110.0,1176,Pequeno,Produtor,B,Sul,1
5502,400.12,1326,Médio,Distribuidor,C,Norte,1
5503,344.1,234,Pequeno,Produtor,B,Sudeste,1
5504,20.21,1012,Grande,Produtor,C,Sul,0
5505,1.71,1753,Médio,Produtor,C,Sudeste,0
5506,8.26,1338,Médio,Produtor,A,Sul,1
5507,187.2,151,Grande,Produtor,A,Sul,1
5508,6.66,347,Médio,Distribuidor,D,Sudeste,1
5509,27.9,706,Pequeno,Distribuidor,B,Centro-Oeste,0
5510,120.7,119,Pequeno,Cooperativa,D,Centro-Oeste,1
5511,11.54,424,Médio,Indústria,D,Centro-Oeste,1
5512,46.94,1255,Pequeno,Distribuidor,A,Sul,1
5513,14.46,781,Pequeno,Distribuidor,C,Sul,0
5514,18.26,1340,Médio,Distribuidor,F,Sul,1
5515,2.74,691,Pequeno,Cooperativa,F,Sudeste,0
5516,115.87,916,Médio,Produtor,B,Centro-Oeste,1
5517,7.81,148,Pequeno,Cooperativa,D,Sul,0
5518,5.31,764,Pequeno,Cooperativa,D,Sul,0
5519,15.35,626,Grande,Distribuidor,C,Sudeste,0
5520,403.85,1485,Pequeno,Cooperativa,A,Sudeste,0
5521,134.06,718,Médio,Produtor,C,Centro-Oeste,1
5522,62.54,937,Médio,Distribuidor,C,Sul,1
5523,436.2,1751,Médio,Cooperativa,C,Sul,1
5524,8.79,525,Pequeno,Produtor,C,Sudeste,1
5525,3.73,1277,Grande,Cooperativa,D,Norte,1
5526,51.97,1443,Médio,Produtor,C,Sul,0
5527,6.58,1318,Médio,Cooperativa,B,Centro-Oeste,0
5528,12.74,1799,Médio,Indústria,A,Sul,0
5529,284.8,1059,Grande,Cooperativa,D,Nordeste,0
5530,103.98,1216,Pequeno,Produtor,C,Centro-Oeste,1
5531,17.44,335,Médio,Distribuidor,C,Nordeste,0
5532,2.31,316,Médio,Cooperativa,C,Sudeste,0
5533,24.61,1167,Pequeno,Distribuidor,B,Sudeste,1
5534,10.98,1110,Médio,Cooperativa,D,Sul,1
5535,239.27,1471,Pequeno,Distribuidor,B,Sudeste,1
5536,12.55,1455,Grande,Produtor,C,Sul,0
5537,103.61,952,Pequeno,Cooperativa,D,Centro-Oeste,1
5538,41.92,1574,Grande,Produtor,C,Sudeste,1
5539,204.38,1341,Pequeno,Cooperativa,C,Sudeste,1
5540,11.94,1356,Pequeno,Cooperativa,C,Sudeste,0
5541,70.25,1303,Pequeno,Distribuidor,C,Sudeste,1
5542,1.1,349,Pequeno,Produtor,B,Sudeste,1
5543,6.74,1287,Médio,Cooperativa,B,Nordeste,0
5544,48.84,1754,Médio,Distribuidor,F,Sul,0
5545,4.24,110,Médio,Indústria,F,Norte,1
5546,36.5,521,Grande,Distribuidor,D,Norte,1
5547,16.78,1470,Médio,Produtor,B,Centro-Oeste,0
5548,155.15,625,Médio,Produtor,F,Sudeste,1
5549,326.87,1284,Pequeno,Distribuidor,C,Sul,0
5550,26.71,1296,Pequeno,Produtor,F,Sul,0
5551,197.57,298,Médio,Cooperativa,D,Centro-Oeste,1
5552,44.68,1782,Médio,Produtor,B,Norte,1
5553,1.99,951,Pequeno,Cooperativa,A,Nordeste,0
5554,93.38,85,Pequeno,Distribuidor,C,Centro-Oeste,1
5555,130.25,1384,Pequeno,Distribuidor,C,Sudeste,1
5556,121.87,863,Pequeno,Produtor,C,Sul,0
5557,454.39,1022,Pequeno,Cooperativa,F,Nordeste,0
5558,7.61,1056,Pequeno,Cooperativa,B,Sudeste,1
5559,2.42,1247,Médio,Indústria,B,Centro-Oeste,1
5560,102.34,85,Médio,Distribuidor,F,Sudeste,1
5561,1.07,148,Médio,Produtor,B,Sul,1
5562,28.56,695,Pequeno,Produtor,B,Nordeste,1
5563,262.33,171,Médio,Cooperativa,B,Sudeste,0
5564,206.34,705,Pequeno,Produtor,D,Sul,1
5565,56.83,1375,Médio,Produtor,A,Norte,1
5566,27.27,873,Médio,Produtor,C,Sudeste,0
5567,19.68,851,Pequeno,Cooperativa,B,Sudeste,0
5568,9.99,719,Médio,Indústria,C,Sul,1
5569,111.61,1353,Médio,Produtor,F,Nordeste,1
5570,11.43,1057,Médio,Cooperativa,A,Norte,0
5571,19.54,226,Médio,Produtor,A,Norte,1
5572,10.29,452,Médio,Distribuidor,C,Sul,1
5573,88.28,1437,Pequeno,Produtor,D,Norte,0
5574,36.37,751,Pequeno,Indústria,D,Sul,1
5575,4.06,168,Pequeno,Produtor,C,Sudeste,1
5576,12.36,497,Pequeno,Distribuidor,F,Sul,0
5577,105.05,864,Médio,Cooperativa,A,Sul,1
5578,62.93,92,Pequeno,Produtor,D,Sul,1
5579,9.03,345,Médio,Indústria,B,Sul,1
5580,2.75,1788,Grande,Distribuidor,A,Sudeste,0
5581,37.23,1651,Grande,Produtor,C,Sul,0
5582,100.2,611,Pequeno,Produtor,B,Centro-Oeste,0
5583,322.75,689,Pequeno,Produtor,B,Sudeste,1
5584,7.99,360,Pequeno,Cooperativa,C,Centro-Oeste,1
5585,33.12,330,Pequeno,Produtor,A,Sul,1
5586,85.67,415,Médio,Cooperativa,C,Centro-Oeste,1
5587,24.48,1715,Pequeno,Cooperativa,B,Sudeste,1
5588,14.61,1332,Médio,Produtor,C,Centro-Oeste,0
5589,60.19,379,Pequeno,Produtor,C,Nordeste,0
5590,18.18,1704,Pequeno,Cooperativa,F,Nordeste,0
5591,4.34,976,Médio,Indústria,B,Sul,0
5592,4.36,339,Médio,Produtor,C,Sudeste,1
5593,25.29,1309,Pequeno,Produtor,C,Sul,1
5594,265.71,184,Pequeno,Indústria,F,Sul,1
5595,9.69,1570,Pequeno,Produtor,D,Sudeste,0
5596,7.04,1677,Pequeno,Cooperativa,B,Centro-Oeste,1
5597,107.06,1426,Grande,Produtor,A,Centro-Oeste,1
5598,333.82,595,Médio,Produtor,A,Sudeste,1
5599,35.32,603,Pequeno,Distribuidor,B,Sudeste,0
5600,12.12,887,Pequeno,Produtor,B,Norte,0
5601,15.17,313,Pequeno,Produtor,C,Sul,0
5602,61.63,701,Pequeno,Produtor,C,Sul,1
